transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3
1-11-2004-300048,11,1,مبايعات,Sales,بيع,Sell,05-05-2004,2,مبنى,Building,,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,234,هور العنز شرق,Hor Al Anz East,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو القيادة,Al Qiyadah Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,211.82,941990.0,4447.12,,,1.0,1.0,0.0
1-11-1998-583,11,1,مبايعات,Sales,بيع,Sell,17-06-1998,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,269,الحمريه,Al Hamriya,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو برجمان,Burjuman Metro Station,مول دبي,Dubai Mall,,,0,1014.97,5462500.0,5381.93,,,1.0,2.0,0.0
3-9-2004-49,9,3,هبات,Gifts,هبه,Grant,14-03-2004,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,929.03,1500000.0,1614.59,,,1.0,1.0,0.0
1-11-2000-623,11,1,مبايعات,Sales,بيع,Sell,16-09-2000,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,234,هور العنز شرق,Hor Al Anz East,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو هيل,Abu Hail Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,794.32,1100000.0,1384.83,,,1.0,1.0,0.0
2-13-2000-195,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,12-03-2000,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,500000.0,358.8,,,1.0,1.0,0.0
2-13-2007-2037,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,04-11-2007,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,230.12,1500000.0,6518.34,,,1.0,1.0,0.0
3-9-2003-168,9,3,هبات,Gifts,هبه,Grant,24-12-2003,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1431.17,770250.0,538.2,,,1.0,4.0,0.0
2-14-1999-13,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,17-02-1999,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,239,البراحه,Al Baraha,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,مول دبي,Dubai Mall,,,0,407.94,5053048.0,12386.74,,,1.0,1.0,0.0
1-11-2011-20836,11,1,مبايعات,Sales,بيع,Sell,28-12-2011,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,298,الورقاء الثالثه,Al Warqa Third,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1116.32,1650000.0,1478.07,,,1.0,2.0,0.0
2-13-2006-996,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,22-07-2006,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,354,الورقاء الثانيه,Al Warqa Second,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1113.44,750000.0,673.59,,,1.0,1.0,0.0
2-13-1999-417,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,03-04-1999,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,359,الطوار الثالثه,Al Twar Third,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,500000.0,358.8,,,1.0,1.0,0.0
2-14-2012-210,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,25-03-2012,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,298,الورقاء الثالثه,Al Warqa Third,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1405.34,750000.0,533.68,,,1.0,1.0,0.0
2-13-2009-430,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,09-03-2009,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,354,الورقاء الثانيه,Al Warqa Second,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1095.14,1738046.0,1587.05,,,1.0,1.0,0.0
1-11-2016-7302,11,1,مبايعات,Sales,بيع,Sell,19-06-2016,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,375,جميرا الثانيه,Jumeirah Second,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,,,0,915.92,5900000.0,6441.61,,,2.0,1.0,0.0
2-13-2016-8544,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,17-11-2016,2,مبنى,Building,,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,271,الكرامه,Al Karama,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,,,0,2278.91,,65820.94,,,1.0,1.0,0.0
2-13-2008-1160,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,05-06-2008,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,316,المزهر الاولى,Al Mezhar First,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1374.96,500000.0,363.65,,,1.0,1.0,0.0
2-14-2018-852,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,07-08-2018,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,357,القصيص الثانيه,Al Qusais Second,,,,,,,,مطار دبي الدولي,Dubai International Airport,المنطقة الحرة بالمطار,Airport Free Zone,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,800000.0,574.07,,,1.0,1.0,0.0
2-13-2012-4008,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,15-10-2012,2,مبنى,Building,,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,301,النهده الثانيه,Al Nahda Second,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الاستاد,STADIUM Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,2375.9,46600000.0,19613.62,,,1.0,1.0,0.0
2-13-2018-4145,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,16-05-2018,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,312,محيصنه الاولى,Muhaisanah First,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1983.48,300000.0,151.25,,,1.0,1.0,0.0
2-14-2010-587,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,21-12-2010,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,369,البرشاء الثالثه,Al Barsha Third,,,,,,,,برج العرب,Burj Al Arab,مدينة دبي للإنترنت,Dubai Internet City,مول الإمارات,Mall of the Emirates,,,0,1505.31,6644000.0,4413.71,,,1.0,1.0,0.0
2-13-1999-927,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,15-06-1999,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,303,ام سقيم الاولى,Um Suqaim First,,,,,,,,برج العرب,Burj Al Arab,محطة مترو نور بنك,Noor Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,1374.31,500000.0,363.82,,,1.0,1.0,0.0
2-13-1999-924,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,15-06-1999,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,304,ام سقيم الثانيه,Um Suqaim Second,,,,,,,,برج العرب,Burj Al Arab,محطة مترو نور بنك,Noor Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,1374.96,500000.0,363.65,,,1.0,1.0,0.0
2-14-2004-56,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,18-04-2004,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,313,الصفا الاولى,Al Saffa First,,,,,,,,وسط مدينة دبي,Downtown Dubai,محطة مترو نور بنك,Noor Bank Metro Station,مول دبي,Dubai Mall,,,0,1059.09,1500000.0,1416.31,,,1.0,1.0,0.0
2-14-2002-22,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,28-01-2002,4,فيلا,Villa,,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,375,جميرا الثانيه,Jumeirah Second,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,,,0,6572.89,12000000.0,1825.68,,,1.0,1.0,0.0
2-13-1999-1433,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,15-08-1999,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,316,المزهر الاولى,Al Mezhar First,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,500000.0,358.8,,,1.0,1.0,0.0
2-13-1999-1490,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,17-08-1999,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,374,ام الشيف,Um Al Sheif,,,,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,1532.9,500000.0,326.18,,,1.0,1.0,0.0
3-9-2008-300098,9,3,هبات,Gifts,هبه,Grant,14-09-2008,4,فيلا,Villa,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,317,جميرا الاولى,Jumeirah First,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو أبراج الإمارات,Emirates Towers Metro Station,مول دبي,Dubai Mall,,,0,1035.31,10036286.0,9693.99,,,13.0,6.0,0.0
2-13-2003-711,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,22-09-2003,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,298,الورقاء الثالثه,Al Warqa Third,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1113.72,500000.0,448.95,,,1.0,1.0,0.0
2-13-1999-1656,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,11-09-1999,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,500000.0,358.8,,,1.0,1.0,0.0
3-9-2018-2723,9,3,هبات,Gifts,هبه,Grant,07-10-2018,2,مبنى,Building,,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,267,الرفاعه,Al Raffa,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,,,0,3309.67,2593800.0,783.7,,,1.0,1.0,0.0
3-9-2021-275,9,3,هبات,Gifts,هبه,Grant,28-01-2021,2,مبنى,Building,,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,242,الراس,Al Ras,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراس,Al Ras Metro Station,مول دبي,Dubai Mall,,,0,890.01,28571291.0,32102.21,,,1.0,5.0,0.0
2-14-2008-42,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,31-01-2008,2,مبنى,Building,,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,267,الرفاعه,Al Raffa,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو الفهيدي,Al Fahidi Metro Station,مول دبي,Dubai Mall,,,0,2115.87,,47261.88,,,1.0,1.0,0.0
2-13-2000-365,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,20-05-2000,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,357,القصيص الثانيه,Al Qusais Second,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو القصيص,Al Qusais Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1148.56,500000.0,435.33,,,1.0,1.0,0.0
2-13-2007-741,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,20-05-2007,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,316,المزهر الاولى,Al Mezhar First,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,1575258.0,1130.39,,,1.0,1.0,0.0
1-11-2002-825,11,1,مبايعات,Sales,بيع,Sell,14-05-2002,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,374,ام الشيف,Um Al Sheif,,,,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,1374.96,1435600.0,1044.1,,,1.0,1.0,0.0
2-14-2016-186,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,29-02-2016,4,فيلا,Villa,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,315,المناره,Al Manara,,,,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,1407.57,12350000.0,8773.99,,,1.0,1.0,0.0
1-11-2005-1206,11,1,مبايعات,Sales,بيع,Sell,09-05-2005,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو هيل,Abu Hail Metro Station,,,,,0,226.4,1350000.0,5962.9,,,1.0,1.0,0.0
2-13-2001-913,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,26-11-2001,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,336,ند الشبا الثانيه,Nad Al Shiba Second,,,,,,,,وسط مدينة دبي,Downtown Dubai,محطة مترو الخور,Creek Metro Station,مول دبي,Dubai Mall,,,0,8187.08,2440768.0,298.12,,,1.0,1.0,0.0
2-14-2019-720,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,08-09-2019,2,مبنى,Building,,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,271,الكرامه,Al Karama,,,,,,,,,,,,,,,,0,1686.56,87600000.0,51940.04,,,1.0,1.0,0.0
1-11-2012-1180,11,1,مبايعات,Sales,بيع,Sell,29-01-2012,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,310,الطوار الثانيه,Al Twar Second,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو القصيص,Al Qusais Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,766.45,1526232.0,1991.3,,,7.0,1.0,0.0
1-11-2002-300007,11,1,مبايعات,Sales,بيع,Sell,21-01-2002,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,300,الراشديه,Al Rashidiya,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,111.48,50000.0,448.51,,,1.0,1.0,0.0
1-11-2004-2602,11,1,مبايعات,Sales,بيع,Sell,21-12-2004,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو هيل,Abu Hail Metro Station,,,,,0,232.26,650000.0,2798.59,,,2.0,1.0,0.0
2-13-1997-90,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,26-06-2000,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,239,البراحه,Al Baraha,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,,,,,0,929.03,500000.0,538.2,,,1.0,1.0,0.0
2-14-2012-159,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,05-03-2012,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,318,جميرا الثالثه,Jumeirah Third,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو نور بنك,Noor Bank Metro Station,مول دبي,Dubai Mall,,,0,936.0,5000000.0,5341.88,,,1.0,1.0,0.0
2-14-2000-86,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,05-07-2000,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,318,جميرا الثالثه,Jumeirah Third,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو نور بنك,Noor Bank Metro Station,مول دبي,Dubai Mall,,,0,936.0,4000000.0,4273.5,,,1.0,1.0,0.0
3-9-2023-326,9,3,هبات,Gifts,هبه,Grant,26-01-2023,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,300,الراشديه,Al Rashidiya,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,5937.06,11000000.0,1852.77,,,11.0,1.0,0.0
3-9-2000-130,9,3,هبات,Gifts,هبه,Grant,08-10-2000,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,300,الراشديه,Al Rashidiya,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,929.03,900000.0,968.75,,,1.0,1.0,0.0
1-11-2006-300136,11,1,مبايعات,Sales,بيع,Sell,21-12-2006,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,393,البرشاء الثانيه,Al Barsha Second,,,,,,,,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,464.52,1100000.0,2368.04,,,1.0,2.0,0.0
2-13-2006-1452,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,02-11-2006,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,369,البرشاء الثالثه,Al Barsha Third,,,,,,,,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مدينة دبي للإنترنت,Dubai Internet City,مول الإمارات,Mall of the Emirates,,,0,1374.96,5908232.0,4297.02,,,2.0,1.0,0.0
